tipo;situacao;data;hora;bairro;endereco;numero;complemento;natureza;descricao;auto;moto;ciclom;ciclista;pedestre;onibus;caminhao;viatura;outros;vitimas;natureza_acidente;detalhe_endereco_acidente;endereco_cruzamento;numero_cruzamento;referencia_cruzamento;bairro_cruzamento;vitimasfatais;DATA;num_semaforo;sentido_via;acidente_verificado;tempo_clima;situacao_semaforo;sinalizacao;condicao_via;conservacao_via;ponto_controle;situacao_placa;velocidade_max_via;mao_direcao;divisao_via1;divisao_via2;divisao_via3;Protocolo
COLISÃO COM CICLISTA;FINALIZADA;2020-11-27;19:00:00;SANTO AMARO;RUA AURORA;;PONTE DO LIMOEIRO . HOSPITAL RECIFE 1 - COVID.;;MOTO X CICILISTA. C/V;;1.0;;1.0;;;;;;1.0;COM VÍTIMA;AV NORTE;;;;SANTO AMARO;;;243.0;SUBURBIO;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Outras;;Dupla;Não existe;;;
COLISÃO COM CICLISTA;FINALIZADA;2020-11-28;17:13:00;SANTO AMARO;AV NORTE;824;PRÓX À NATY LANCHES / SENTIDO CABUGÁ. LADO OPOSTO A ANTIGA LBA.;;COLISÃO COM CICLISTA. VT 26 NO LOCAL.;;1.0;;1.0;;;;;;2.0;COM VÍTIMA;;;;;SANTO AMARO;;;;SUBURBIO;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;60 km/h;Única;Faixa seccionada;;;
COLISÃO COM CICLISTA;FINALIZADA;2020-12-03;14:20:00;ROSARINHO;AV NORTE;;E/F A PADARIA DO ROSARINHO S/T CID;;COLISAO ENTRE ONIBUS E CICLISTA COM UMA VITIMA;;;;1.0;;1.0;;;;1.0;COM VÍTIMA;;;;;ROSARINHO;;;;CIDADE;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;40 km/h;Dupla;Canteiro central;;;
COLISÃO COM CICLISTA;FINALIZADA;2020-12-03;21:19:00;CORDEIRO;AV CAXANGA;;E/F A DROGASIL;;ÔNIBUS E BICICLETA;;;;1.0;;1.0;;;;1.0;COM VÍTIMA;RUA SOUZA BANDEIRA;;;;CORDEIRO;;;236.0;SUBURBIO;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;R-6a;40 km/h;Dupla;Canteiro central;;;
COLISÃO COM CICLISTA;FINALIZADA;2020-12-04;19:46:00;ENCRUZILHADA;AV NORTE;2665;EM FRENTE AO ESTACIONAMENTO DO SUPERMERCADO EXTRABOM;;MOTO E BICICLETA.;;1.0;;1.0;;;;;;2.0;COM VÍTIMA;RUA FERNANDO CESAR;;;;ENCRUZILHADA;;;45.0;CIDADE;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Outros;Outras;;Única;Faixa seccionada;;;
COLISÃO COM CICLISTA;FINALIZADA;2020-12-14;16:28:00;CAXANGÁ;AV CAXANGA;;EM FRENTE AO TI CAXANGA / PROX A PONTE SENTIDO UPA;;COLISÃO COM CICLISTA;;;;1.0;;1.0;;;;1.0;COM VÍTIMA;;;;;CAXANGÁ;;;;SUBURBIO;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Não há placas;60 km/h;Dupla;Faixa seccionada;;;
COLISÃO COM CICLISTA;FINALIZADA;2020-12-21;07:19:00;GRAÇAS;AV GOVERNADOR AGAMENON MAGALHAES;;PRÓXIMO AO SEMÁFORO 174. EM FRENTE À ESCOLA ESTADUAL GOV. BARBOSA LIMA.;;AUTO E CICLISTA;1.0;;;1.0;;;;;;1.0;COM VÍTIMA;;;;;GRAÇAS;;;174.0;BOA VIAGEM;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Outros;Outras;60 km/h;Dupla;Canteiro central;;;
COLISÃO COM CICLISTA;FINALIZADA;2020-12-21;20:28:00;BAIRRO DO RECIFE;CAIS DO APOLO;222;E/F AO PORTO DIGITAL;;COLISAO ENTRE ONIBUS E CICLISTA;;;;1.0;;1.0;;;;1.0;COM VÍTIMA;;;;;BAIRRO DO RECIFE;;;;CIDADE;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Outras;;Única;Faixa seccionada;;;
COLISÃO COM CICLISTA;FINALIZADA;2020-12-22;07:24:00;MANGUEIRA;RUA ALEXANDRE RODRIGUES FERREIRA;563;EM FRENTE AO ARMAZEM REDE CONSTRUIR;;COM DUA VITIMAS AGUARDANDO SAMU;1.0;;;1.0;;;;;;2.0;COM VÍTIMA;RUA MEDINA;;;;MANGUEIRA;;;;CIDADE;Cruzamento;Bom;Não existe;Incompleta;Seca;Perfeito estado;Não existe;Não há placas;;Única;Não existe;;;
COLISÃO COM CICLISTA;FINALIZADA;2020-12-22;11:50:00;CASA AMARELA;AV NORTE;3799;;;MOTOCICLETA X BICICLETA;;1.0;;1.0;;;;;;1.0;COM VÍTIMA;RUA OSCAR DE BARROS;;;;CASA AMARELA;;;676.0;SUBURBIO;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;R-6a;;Dupla;Faixa contínua;;;
COLISÃO COM CICLISTA;FINALIZADA;2020-12-24;07:59:00;CAXANGÁ;AV CAXANGA;5532;LADO OPOSTO AO RESIDENCIAL CAXANGÁ.;;AUTO E BICICLETA.;1.0;;;1.0;;;;;;1.0;COM VÍTIMA;;;;;CAXANGÁ;;;;SUBURBIO;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Não há placas;60 km/h;Dupla;Faixa seccionada;;;
COLISÃO COM CICLISTA;FINALIZADA;2020-12-24;18:24:00;ALTO JOSÉ DO PINHO;AV NORTE;12;APÓS A ENTRADA DA MANGABEIRA / EM FRENTE AO ARMAZÉM CORAL.;;COLISÃO ENTRE MOTO E CICLISTA;;1.0;;1.0;;;;;;2.0;COM VÍTIMA;;;;;ALTO JOSÉ DO PINHO;;;;SUBURBIO;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;60 km/h;Única;Canteiro central;;;
COLISÃO COM CICLISTA;FINALIZADA;2020-12-25;22:53:00;ENGENHO DO MEIO;RUA ANTONIO CURADO;427;AO LADO DA COMPESA / PRÓX A PRC DO ENGENHO DO MEIO. IGREJA PENTECOSTAL JESUS É A ESPERANÇA.;;AUTO X BICICLETA. C/V;1.0;;;1.0;;;;;;2.0;COM VÍTIMA;RUA MANUEL ALVES DEUSDARA;;;;ENGENHO DO MEIO;;;;CIDADE;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Outras;;Dupla;Faixa seccionada;;;
COLISÃO COM CICLISTA;FINALIZADA;2020-12-26;09:59:00;CORDEIRO;AV CAXANGA;;FATO OCORRIDO NO ELEVADO DA AV CASXANGA- NO SENTIDO CIDADE / SUBURBIO.;;TRÊS CICLISTA UTILIZANDO INDEVIDAMENTE A FAIXA EXCLUSSIVA DO BRT ( ELEVADO DA CAXANGA ) NO SENTIDO CIDADE / SUBURBIO- QUANDO UM CICLISTA PAROU E FOI COLIDIDO LATERALMENTE POR UMA CICLISTA QUE TEVE POSSIVEIS- LEVES ESCORRIAÇÕES. ACIDENTE FLAGRADO PELA CÂMARAS DA CTTU.;;;;2.0;;;;;;0.0;SEM VÍTIMA;RUA SAO MATEUS;;;;CORDEIRO;;;;SUBURBIO;;;;;;;;;;;;;;
COLISÃO COM CICLISTA;FINALIZADA;2020-12-26;10:34:00;CORDEIRO;RUA MAURICIO DE NASSAU;;POR TRAS DO PARQUE DE EXPOSIÇÕES.;;VITIMA SOCORRIDA PELO SAMU;;1.0;;1.0;;;;;;1.0;COM VÍTIMA;;;;;CORDEIRO;;;;SUBURBIO;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;Dupla;Faixa contínua;Faixa seccionada;;
TOMBAMENTO;FINALIZADA;2020-12-30;08:41:00;SÍTIO DOS PINTOS;RUA PROF CLAUDIO SELVA;135;;;CICLISTA PERDEU O CONTROLE DA BICICLETA;;;;1.0;;;;;;1.0;COM VÍTIMA;RUA DA JAQUEIRA;;;;SÍTIO DOS PINTOS;;;;SUBURBIO;Longo da via;Bom;Não existe;Não existente;Seca;Perfeito estado;Não existe;Não há placas;;Dupla;Não existe;;;
COLISÃO COM CICLISTA;FINALIZADA;2021-01-02;10:54:00;VASCO DA GAMA;RUA RESPLENDOR;353;AO  LADO  DO  COLEGIO ADERBAL  GALVÃO  EM  FRENTE  AO  CONJUNTO RESIDENCIAL  ADERBAL  GALVÃO;;;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;COM VÍTIMA;;;;;VASCO DA GAMA;0.0;;;;Longo da via;Bom;Não existe;Incompleta;Seca;Perfeito estado;Não existe;Não há placas;;Dupla;Não existe;;;
COLISÃO COM CICLISTA;CANCELADA;2021-01-06;17:32:00;IMBIRIBEIRA;AV MARECHAL MASCARENHAS DE MORAES;;E/F AOS CORREIOS S/T PRAZERES PROX A FACULDADE UNIVERSO;;;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;COM VÍTIMA;;;;;IMBIRIBEIRA;0.0;;;;;;;;;;;;;;;;;
COLISÃO COM CICLISTA;FINALIZADA;2021-01-07;17:50:00;CASA AMARELA;AV NORTE;;PRÓX À UPINHA;;;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;COM VÍTIMA;;;;;CASA AMARELA;0.0;;;;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Outras;;Dupla;Faixa seccionada;Canteiro central;;
COLISÃO COM CICLISTA;FINALIZADA;2021-01-11;14:35:00;ENCRUZILHADA;LGO ENCRUZILHADA;;;;;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;COM VÍTIMA;AV JOAO DE BARROS;;;;ENCRUZILHADA;0.0;;664;;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Outras;;Dupla;Faixa contínua;Canteiro central;Blocos;
COLISÃO COM CICLISTA;FINALIZADA;2021-01-11;17:34:00;ARRUDA;AV BEBERIBE;;PRÓX AO CANAL DA CONSTRUÇÃO;;;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;COM VÍTIMA;;;;;ARRUDA;0.0;;;;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Outros;R-6a;;Dupla;Faixa contínua;;;
COLISÃO COM CICLISTA;CANCELADA;2021-01-11;18:22:00;CAMPO GRANDE;RUA MARQUES DE ABRANTES;37;EM FRENTE A ULTRAGAZ;;;2.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;SEM VÍTIMA;;;;;CAMPO GRANDE;0.0;;;;;;;;;;;;;;;;;
COLISÃO COM CICLISTA;FINALIZADA;2021-01-13;14:59:00;IPUTINGA;AV CAXANGA;;EM FRENTE A FORD GRANVIA;;;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;COM VÍTIMA;;;;;IPUTINGA;0.0;;;;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Não há placas;;Dupla;Canteiro central;;;
COLISÃO COM CICLISTA;FINALIZADA;2021-01-14;07:21:00;CORDEIRO;RUA GOMES TABORDA;1703;EM FRENTE A CERVEJARIA VAPOR 82;;;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;COM VÍTIMA;;;;;CORDEIRO;0.0;;;;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Outras;;Dupla;Faixa seccionada;;;
COLISÃO COM CICLISTA;FINALIZADA;2021-01-14;23:09:40;BOA VIAGEM;AVENIDA CELSO FURTADO (VIA MANGUE);;PROXIMO AO RETORNO SENTIDO BOA VIAGEM;;;0.0;1.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;4.0;COM VÍTIMA;;;;;BOA VIAGEM;0.0;;;SUBURBIO;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Outras;60 km/h;Única;Faixa contínua;;;
COLISÃO COM CICLISTA;FINALIZADA;2021-01-15;20:31:00;SAN MARTIN;AV GENERAL SAN MARTIN;;PRÓX AO QUARTEL DA CAVALARIA;;;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;COM VÍTIMA;AV CONSUL VILARES FRAGOSO;;;;SAN MARTIN;0.0;;326;;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Não há placas;;Dupla;Faixa contínua;Faixa seccionada;;
COLISÃO COM CICLISTA;FINALIZADA;2021-01-19;17:42:00;VÁRZEA;AV AFONSO OLINDENSE;;SENTINDO INDO PRA CAXAGA, LOGO APOS O COLISEU;;;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;COM VÍTIMA;;;;;VÁRZEA;0.0;;;;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Outras;40 km/h;Dupla;Faixa seccionada;;;
COLISÃO COM CICLISTA;FINALIZADA;2021-01-19;21:31:40;SANTO ANTÔNIO;PTE PRINCESA IZABEL;;COLISÃO ENVOLVENDO VT DA CTTU NÚMERO 27;;;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;COM VÍTIMA;;;;;SANTO ANTÔNIO;0.0;;;;Longo da via;Chuvoso;Não existe;Perfeito estado;Molhada;Perfeito estado;Não existe;Não há placas;;Dupla;Faixa contínua;;;
COLISÃO COM CICLISTA;FINALIZADA;2021-01-20;14:12:00;ARRUDA;AV BEBERIBE;;AO LADO DO LOJAO DO PETROLEO;;;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;COM VÍTIMA;;;;;ARRUDA;0.0;;;;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Outras;;Dupla;Faixa contínua;;;
COLISÃO COM CICLISTA;CANCELADA;2021-01-22;16:52:00;AFOGADOS;RUA ARQUITETO LUIZ NUNES;234;APOS O DEPATRI PROX AO BANCO DO BRASIL;;;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;COM VÍTIMA;;;;;AFOGADOS;0.0;;;;;;;;;;;;;;;;;
COLISÃO COM CICLISTA;FINALIZADA;2021-01-27;13:17:00;SANTO AMARO;AV CRUZ CABUGA;165;EM FRENTE IGREJA UNIVERSAL GRAÇA DE DEUS;;;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;COM VÍTIMA;RUA CAPITAO LIMA;;;;SANTO AMARO;0.0;;;SUBURBIO;Longo da via;Chuvoso;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Outras;;Dupla;Faixa contínua;;;
COLISÃO COM CICLISTA;FINALIZADA;2021-01-27;16:01:00;PINA;AV BOA VIAGEM;1140;EM FRENTE AO MARANTE PLAZA HOTEL;;;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;COM VÍTIMA;;;;;PINA;0.0;;118;CIDADE;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;R-6a;;Única;;;;
COLISÃO COM CICLISTA;FINALIZADA;2021-01-30;07:34:00;BOA VISTA;RUA DO RIACHUELO;36;PROX. ECT CORREIOS E AGÊNCIA DO TRABALHO.;;;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;COM VÍTIMA;RUA DA AURORA;;;;BOA VISTA;0.0;;579;SUBURBIO;Cruzamento;Bom;Sem defeito;;Seca;Perfeito estado;Outros;;40 km/h;Única;Faixa seccionada;;;
COLISÃO COM CICLISTA;FINALIZADA;2021-02-02;08:55:00;SÃO JOSÉ;AV SUL;1562;EM FRENTE  A CIA MOTO PEÇAS E SERVIÇO;;;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;COM VÍTIMA;;;;;SÃO JOSÉ;0.0;;;CIDADE;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;Única;Canteiro central;;;
COLISÃO COM CICLISTA;FINALIZADA;2021-02-05;09:59:00;ILHA JOANA BEZERRA;VDO PAPA JOAO PAULO II;;EM CIMA DO VIADUTO, SENT. BOA VIAGEM;;;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;COM VÍTIMA;;;;;ILHA JOANA BEZERRA;0.0;;;SUBURBIO;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;Dupla;Faixa seccionada;Canteiro central;;
QUEDA;FINALIZADA;2021-02-06;06:35:00;AFOGADOS;AV SUL;;EM FRENTE AO GRANDE ORIENTE PERNAMBUCO;;;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;COM VÍTIMA;;;;;AFOGADOS;0.0;;;IMBIRIBEIRA;;;;;;;;;;;;;;
COLISÃO COM CICLISTA;FINALIZADA;2021-02-11;08:12:00;IPUTINGA;RUA SAO MATEUS;345;EM   FRENTE  A  IGREJA  UNIVERSAL. AO LADO DO ARMARINHO ADONAI.;;;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;COM VÍTIMA;;;;;IPUTINGA;0.0;;;CIDADE;Longo da via;Bom;Não existe;Não existente;Seca;Perfeito estado;Não existe;Não há placas;30 km/h;Dupla;Faixa contínua;;;
COLISÃO COM CICLISTA;FINALIZADA;2021-02-11;16:46:00;SANCHO;AV LIBERDADE;1227;LADO OPOSTO AO CEMITÉRIO PARQUE DAS FLORES.;;;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;COM VÍTIMA;;;;;SANCHO;0.0;;;CIDADE;Longo da via;Bom;Não existe;Incompleta;Seca;Perfeito estado;Faixa de pedestre;Não há placas;;Dupla;Faixa contínua;;;
COLISÃO COM CICLISTA;CANCELADA;2021-02-11;20:53:40;VÁRZEA;RUA GASTAO VIDIGAL;;PRÓX A UPA DA CAXANGÁ / SEMÁFORO 281;;;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;COM VÍTIMA;AV JOAQUIM RIBEIRO;;;;VÁRZEA;0.0;;;;;;;;;;;;;;;;;
COLISÃO COM CICLISTA;FINALIZADA;2021-02-19;19:25:00;SANTO AMARO;RUA CAPITAO LIMA;158;TV GLOBO (AO LADO DA ANTENA);;;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;COM VÍTIMA;RUA DA FUNDICAO;;;;SANTO AMARO;0.0;;;PRC TREZE DE MAIO;Cruzamento;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;"Placas ""Pare""";;Dupla;Faixa contínua;;;
COLISÃO COM CICLISTA;FINALIZADA;2021-02-23;10:13:00;BOA VIAGEM;RUA RIBEIRO DE BRITO;1197;PROX. AO RESTAURANTE CARCARA, AO LADO DO POSTO DE GASOLINA BR;;;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;COM VÍTIMA;RUA CORONEL ANIZIO RODRIGUES COELHO;;;;BOA VIAGEM;0.0;;;SUBURBIO;Cruzamento;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Outras;40 km/h;Única;Não existe;;;
COLISÃO COM CICLISTA;FINALIZADA;2021-02-28;19:50:00;IPSEP;RUA PAMPULHA;201;;;;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;COM VÍTIMA;RUA CACHOEIRA;;;;IPSEP;0.0;;;SUBURBIO;Cruzamento;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Faixa de retenção;"Placas ""Pare""";;Única;Faixa seccionada;;;
COLISÃO COM CICLISTA;FINALIZADA;2021-03-02;08:34:00;CORDEIRO;EST DO FORTE DO ARRAIAL N. DO B. JESUS;800;EM FRENTE AO DEPOSITO DE GAS;;;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;COM VÍTIMA;;;;;CORDEIRO;0.0;;;CIDADE;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;Dupla;Faixa contínua;;;
COLISÃO COM CICLISTA;FINALIZADA;2021-03-02;20:31:40;CASA AMARELA;AV NORTE;;FARMÁCIA BOM JESUS;;;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;COM VÍTIMA;RUA DA HARMONIA;;;;CASA AMARELA;0.0;;312;SUBURBIO;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;"Placas ""Pare""";;Dupla;Canteiro central;;;
COLISÃO COM CICLISTA;CANCELADA;2021-03-05;15:21:00;BOA VISTA;RUA GERVASIO PIRES;;;;;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;COM VÍTIMA;AV MANOEL BORBA;;;;BOA VISTA;0.0;;;;;;;;;;;;;;;;;
COLISÃO COM CICLISTA;FINALIZADA;2021-03-08;08:34:00;IPSEP;RUA JEAN EMILE FAVRE;509;EM FRENTE A FACULDADE BOA VIAGEM  /;;;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;COM VÍTIMA;;;;;IPSEP;0.0;;;CIDADE;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Outras;;Dupla;Faixa contínua;Faixa seccionada;Faixa contínua;
COLISÃO COM CICLISTA;CANCELADA;2021-03-08;12:20:00;TORRÕES;AV ENGENHEIRO ABDIAS DE CARVALHO;;PRÓX À UPA;;;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;COM VÍTIMA;;;;;TORRÕES;0.0;;;SUBURBIO;;;;;;;;;;;;;;
COLISÃO LATERAL;FINALIZADA;2021-03-22;15:05:00;HIPÓDROMO;RUA CARLOS FERNANDES;264;PROX A DELEGACIA 13° BPM;;;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;COM VÍTIMA;RUA FONSECA OLIVEIRA;;;;HIPÓDROMO;0.0;;;;Cruzamento;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Outros;"Placas ""Pare""";;Dupla;Faixa contínua;;;
COLISÃO COM CICLISTA;CANCELADA;2021-03-22;18:40:00;CORDEIRO;AV CAXANGA;2379;EM FRENTE A PADARIA REPUBLICA DO PÃO, EM FRENTE A PIAUTO VEÍCULOS;;;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;COM VÍTIMA;;;;;CORDEIRO;0.0;;;CIDADE;;;;;;;;;;;;;;
QUEDA;FINALIZADA;2021-03-23;07:43:00;TORRE;AV BEIRA RIO;;;;;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;COM VÍTIMA;RUA CONDE DE IRAJA;;;;TORRE;0.0;;630;;;;;;;;;;;;;;;
COLISÃO COM CICLISTA;FINALIZADA;2021-03-27;17:00:00;TEJIPIÓ;AV DR JOSE RUFINO;441;NO SEMAFORO  285 SENTIDO JABOATAO. EM FRENTE A PADARIA PONTO DO TRIGO / FÁBRICA DA PADARIA.;;;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;COM VÍTIMA;RUA IGUACU;;;;TEJIPIÓ;0.0;;285;SUBURBIO;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Mal iluminada;Faixa de pedestre;Outras;50 km/h;Dupla;Faixa contínua;;;
COLISÃO COM CICLISTA;FINALIZADA;2021-03-30;05:13:00;IPUTINGA;AV CAXANGA;;LADO OPOSTO AO BIG BOMPREÇO;;;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;COM VÍTIMA;RUA MANOEL JOAQUIM DE ALMEIDA;;;;IPUTINGA;0.0;;533;CIDADE;Cruzamento;Chuvoso;Sem defeito;Perfeito estado;Molhada;Perfeito estado;Faixa de pedestre;Outras;;Única;Outros;;;
COLISÃO COM CICLISTA;FINALIZADA;2021-04-02;21:22:40;TORRE;RUA JOSE BONIFACIO;;CRUZAMENTO DA RUA JOSE BONIFACIO COM CONDE DE IRAJA;;;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;COM VÍTIMA;RUA CONDE DE IRAJA;;;;TORRE;0.0;;191;SUBURBIO;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;;40 km/h;Única;;;;
COLISÃO COM CICLISTA;FINALIZADA;2021-04-05;14:34:00;ÁGUA FRIA;AV BEBERIBE;1824;EM FRENTE A FEIRA NOVA DE ÁGUA FRIA;;;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;COM VÍTIMA;EST VELHA DE AGUA FRIA;;;;ÁGUA FRIA;0.0;;405;CIDADE;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Outras;30 km/h;Dupla;Faixa contínua;;;
COLISÃO COM CICLISTA;FINALIZADA;2021-04-07;10:37:00;AFOGADOS;AV SUL;2176;EM FRENTE A POLICLINICA AGAMENON MAGALHAES;;;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;4.0;COM VÍTIMA;;;;;AFOGADOS;0.0;;;CIDADE;Longo da via;Bom;Sem defeito;Incompleta;Seca;Perfeito estado;Não existe;Outras;;Única;Faixa seccionada;;;
COLISÃO COM CICLISTA;FINALIZADA;2021-04-16;14:05:00;PINA;AV HERCULANO BANDEIRA;544;EM FRENTE AO AO MARTELINHO;;;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;COM VÍTIMA;;;;;PINA;0.0;;;SUBURBIO;Longo da via;Chuvoso;Não existe;Perfeito estado;Molhada;Perfeito estado;Não existe;R-6a;60 km/h;Única;Faixa seccionada;;;
COLISÃO COM CICLISTA;FINALIZADA;2021-04-19;18:26:00;BOA VISTA;RUA AURORA;;DELEGACIA DA POLICIA CIVIL;;;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;COM VÍTIMA;PTE PRINCESA IZABEL;;;;BOA VISTA;0.0;;;SUBURBIO;Cruzamento;Chuvoso;Sem defeito;Perfeito estado;Molhada;Perfeito estado;Faixa de pedestre;Não há placas;60 km/h;Única;Faixa contínua;;;
COLISÃO COM CICLISTA;FINALIZADA;2021-04-19;18:56:00;ARRUDA;AV BEBERIBE;;EM FRENTE AO ARMAZEM CORAL;;;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;COM VÍTIMA;RUA DAS MOCAS;;;;ARRUDA;0.0;;;;Cruzamento;Chuvoso;Não existe;Perfeito estado;Molhada;Perfeito estado;Faixa de pedestre;"Placas ""Pare""";;Dupla;Faixa seccionada;;;
COLISÃO COM CICLISTA;FINALIZADA;2021-04-19;19:00:00;IMBIRIBEIRA;AV MARECHAL MASCARENHAS DE MORAES;;PRÓXIMO  AO POSTO IPIRANGA;;;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;COM VÍTIMA;AV PINHEIROS;;;;IMBIRIBEIRA;0.0;;;SUBURBIO;Cruzamento;Chuvoso;Sem defeito;Perfeito estado;Molhada;Perfeito estado;Faixa de pedestre;Não há placas;;Dupla;Faixa seccionada;Canteiro central;;
