tipo;situacao;data;hora;bairro;endereco;numero;complemento;natureza;descricao;auto;moto;ciclom;ciclista;pedestre;onibus;caminhao;viatura;outros;vitimas;natureza_acidente;detalhe_endereco_acidente;endereco_cruzamento;numero_cruzamento;referencia_cruzamento;bairro_cruzamento;vitimasfatais;DATA;num_semaforo;sentido_via;acidente_verificado;tempo_clima;situacao_semaforo;sinalizacao;condicao_via;conservacao_via;ponto_controle;situacao_placa;velocidade_max_via;mao_direcao;divisao_via1;divisao_via2;divisao_via3;Protocolo
COLISÃO COM CICLISTA;FINALIZADA;2020-07-19;11:50:00;ÁGUA FRIA;RUA DR EUDES COSTA;;PROX AO MERCADO DE AGUA FRIA;;COLISAO ENTRE AUTO E BICICLETA;1.0;;;1.0;;;;;;1.0;COM VÍTIMA;RUA BELO JARDIM;;;;ÁGUA FRIA;;;;;;;;;;;;;;;;;;
COLISÃO COM CICLISTA;FINALIZADA;2020-07-21;08:04:00;VÁRZEA;RUA GENERAL POLIDORO;;AO LADO HOSPITAL DAS CLINICAS;;COM UMA VITIMA -SAMU NO LOCAL;;;;1.0;;1.0;;;;1.0;COM VÍTIMA;AV PROFESSOR ARTUR DE SA;;;;VÁRZEA;;;;CIDADE;Esquina;Bom;Não existe;Não existente;Seca;Perfeito estado;Não existe;Placas Pare;;Dupla;Faixa contínua;;;
COLISÃO COM CICLISTA;FINALIZADA;2020-07-22;08:46:00;LINHA DO TIRO;RUA URIEL DE HOLANDA;1414;PROX. A PADARIA PÃO DE OURO;;ONIBUS E CICLISTA VT-31 NO LOCAL SUB. DINIZ- BRUNO E KENNEDY;;;;1.0;;1.0;;;;1.0;COM VÍTIMA;RUA ELADIO CAMBOIM;;;;LINHA DO TIRO;;;;SUBURBIO;Cruzamento;Bom;Não existe;Não existente;Seca;Mal iluminada;Não existe;Não há placas;;Dupla;Não existe;;;
COLISÃO COM CICLISTA;FINALIZADA;2020-07-23;14:17:00;TORRÕES;RUA ZUMBI DOS PALMARES;145;RUA DO MERCADO DO NALDO;;MOTO E BICICLETA;;1.0;;1.0;;;;;;1.0;COM VÍTIMA;;;;;TORRÕES;;;;SUBURBIO;Longo da via;Bom;Não existe;Não existente;Seca;Perfeito estado;Não existe;R-6c;30 km/h;Dupla;Não existe;;;
COLISÃO COM CICLISTA;FINALIZADA;2020-07-25;12:26:00;PRADO;RUA GOMES TABORDA;926;PRÓXIMO A PADARIA PLANETA PÃO;;AUTO- CAMINHÃO E BICICLETA.;1.0;;;1.0;;;1.0;;;1.0;COM VÍTIMA;;;;;PRADO;;;;;Longo da via;Bom;Não existe;Incompleta;Seca;Perfeito estado;Não existe;R-6a;;Dupla;Faixa seccionada;;;
COLISÃO COM CICLISTA;FINALIZADA;2020-07-26;12:58:00;CÓRREGO DO JENIPAPO;AV NORTE;;E/F A INTEGRAÇAO DA MACAXEIRA VT 31 E POSTE B033524.;;COLISAO ENTRE MOTO E CICLISTA COM UMA VITIMA;;1.0;;1.0;;;;;;1.0;COM VÍTIMA;;;;;CÓRREGO DO JENIPAPO;;;;SUBURBIO;Longo da via;Chuvoso;Não existe;Perfeito estado;Molhada;Perfeito estado;Não existe;Não há placas;60 km/h;Única;Faixa seccionada;;;
COLISÃO COM CICLISTA;FINALIZADA;2020-07-28;10:02:00;BOA VISTA;AV GOVERNADOR AGAMENON MAGALHAES;;SUPER BOMPREÇO;;CICLISTA E AUTO BATEDORES NO LOCAL GM PETERSON;1.0;;;1.0;;;;;;1.0;COM VÍTIMA;RUA DR BANDEIRA FILHO;;;;BOA VISTA;;;173.0;SUBURBIO;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Outros;Outras;60 km/h;;Faixa seccionada;;;
COLISÃO COM CICLISTA;FINALIZADA;2020-07-30;15:53:00;SAN MARTIN;AV GENERAL SAN MARTIN;1973;PRÓXIMO A ACADEMIA DA CIDADE. EM FRENTE A PET'S.;;COLISÃO MOTO E CICLISTA;;1.0;;1.0;;;;;;2.0;COM VÍTIMA;;;;;SAN MARTIN;;;;CIDADE;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;;;;Dupla;Faixa contínua;;;
COLISÃO COM CICLISTA;FINALIZADA;2020-08-05;18:17:00;CORDEIRO;AV CAXANGA;2811;CANAL DO CAVOUCO. EM FRENTE AO RESTAURANTE MASSARELA.;;MOTO E BICICLETA.;;1.0;;1.0;;;;;;1.0;COM VÍTIMA;;;;;CORDEIRO;;;;CIDADE;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;;;;Dupla;Faixa contínua;Faixa seccionada;Canteiro central;
COLISÃO COM CICLISTA;FINALIZADA;2020-08-06;12:29:00;CAMPO GRANDE;AV CORREIA DE BRITO;699;SENTIDO CENTRO DE CONVENÇÕES/SOBRE A PONTE MANOEL DE BRITO.;;VÍTIMA XX CRIANÇA COM Y ANOS( FALECEU NO LOCAL)- A AVÓ CONDUZIA A BICICLETA;;;;1.0;;;1.0;;;;VÍTIMA FATAL;AV PROFESSOR JOSE DOS ANJOS;;;;CAMPO GRANDE;1.0;;563.0;CIDADE;Ponte;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;Dupla;Faixa contínua;;;
COLISÃO COM CICLISTA;FINALIZADA;2020-08-07;18:00:00;ILHA DO RETIRO;RUA JOAO ELISIO RAMOS;140;;;COLISÃO COM VITIMA- REPASSADO PELO INSP ALMIR;1.0;;;1.0;;;;;;1.0;COM VÍTIMA;RUA DR JOAO MARQUES;;;;ILHA DO RETIRO;;;;CIDADE;Esquina;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Placas Pare;30 km/h;Dupla;Não existe;;;
COLISÃO COM CICLISTA;FINALIZADA;2020-08-08;19:33:00;ÁGUA FRIA;RUA DO MACHADO;790;PROXIMO DOS IRREPONSAVEIS- PROXIMO DO CALDINHO DO PORTUGA;;COLISÃO ENTRE MOTO E BICICLETA C/V;;1.0;;1.0;;;;;;2.0;COM VÍTIMA;;;;;ÁGUA FRIA;;;;SUBURBIO;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;Dupla;Faixa seccionada;;;
COLISÃO COM CICLISTA;CANCELADA;2020-08-24;18:33:00;PASSARINHO;EST DE PASSARINHO;;PROXIMO DA FABRICA POUPE FRUTA- PROXIMO DA ASSEMBLEIA;;COLISÃO ENTRE CICLISTA E CAMINHÃO C/V;;;;1.0;;;1.0;;;1.0;COM VÍTIMA;;;;;PASSARINHO;;;;;;;;;;;;;;;;;;
COLISÃO COM CICLISTA;FINALIZADA;2020-09-03;17:43:00;CASA AMARELA;RUA CONS PERETTI;234;NA MESMA RUA DA BIBLIOTECA PUBLICA DE CASA AMARELA;;VEICULO E BICICLETA;1.0;;;1.0;;;;;;1.0;COM VÍTIMA;RUA MAJOR AFONSO LEAL;;;;CASA AMARELA;;;;;Cruzamento;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Placas Pare;;;Não existe;;;
COLISÃO COM CICLISTA;FINALIZADA;2020-09-04;17:12:00;MANGUEIRA;RUA VINTE E UM DE ABRIL;1757;PROX AO SUPERMERCADO BARATEIRO;;COLISAO ENTRE MOTO E BICICLETA.;;1.0;;1.0;;;;;;2.0;COM VÍTIMA;;;;;MANGUEIRA;;;;;Longo da via;Chuvoso;Não existe;Não existente;Molhada;Perfeito estado;Não existe;Não há placas;40 km/h;Dupla;Não existe;;;
COLISÃO COM CICLISTA;FINALIZADA;2020-09-09;07:00:00;CASA FORTE;AV DEZESSETE DE AGOSTO;2541;E/F A COMPESA. LIVRARIA E CAFÉ 17;;COLISÃO ENTRE UM ONIBUS E UM CICLISTA;;;;1.0;;1.0;;;;1.0;COM VÍTIMA;EST DO ARRAIAL;;;;CASA FORTE;;;107.0;CIDADE;Cruzamento;Chuvoso;Sem defeito;Perfeito estado;Molhada;Perfeito estado;Faixa de pedestre;R-6c;60 km/h;Dupla;Faixa contínua;;;
COLISÃO COM CICLISTA;FINALIZADA;2020-09-11;19:22:00;CORDEIRO;AV MAURICIO DE NASSAU;;PROX AO PORTAO DO EXPRESSO CIDADAO- EM FRENTE A CRECHE MUNICIPAL É LUTANDO QUE SE CONQUISTA.;;COLISAO ENTRE MOTO E BICICLETA;;1.0;;1.0;;;;;;2.0;COM VÍTIMA;;;;;CORDEIRO;;;;SUBURBIO;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;Dupla;Faixa contínua;;;
COLISÃO COM CICLISTA;FINALIZADA;2020-09-13;16:45:00;SAN MARTIN;AV GENERAL SAN MARTIN;;EM FRENTE AO DROGASIL;;COM UMA VITIMA -SAMU NO LOCAL/VT21 GCM LAIS ARAÚJO NO LOCAL;;1.0;;1.0;;;;;;1.0;COM VÍTIMA;RUA GOMES TABORDA;;;;SAN MARTIN;;;67.0;;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Outras;40 km/h;Dupla;Faixa contínua;;;
COLISÃO COM CICLISTA;FINALIZADA;2020-09-15;07:39:00;BEBERIBE;AV BEBERIBE;3390;E/F A ARENA SHOW BAR;;COLISÃO ENTRE MOTO E BICICLEITA (V.T 32 NO QTH);;1.0;;1.0;;;;;;2.0;COM VÍTIMA;;;;;BEBERIBE;;;388.0;SUBURBIO;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Outros;Outras;;Dupla;Faixa contínua;;;
COLISÃO COM CICLISTA;FINALIZADA;2020-09-18;16:22:00;PARNAMIRIM;EST DAS UBAIAS-;105;E/F AO SUPERMERCADO BOM DEMAIS;;AUTO E BICICLETA;1.0;;;1.0;;;;;;1.0;COM VÍTIMA;RUA RAIMUNDO FREIXEIRA;;;;PARNAMIRIM;;;;SUBURBIO;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Outras;40 km/h;Dupla;Faixa seccionada;;;
COLISÃO COM CICLISTA;CANCELADA;2020-09-18;22:28:00;AREIAS;RUA IPOJUCA;483;PRÓX A PRAÇA HEROIS DA RESTAURAÇÃO / E/F A RC VIDROS;;CICLISTA X MOTO. C/V;1.0;;;1.0;;;;;;2.0;COM VÍTIMA;;;;;AREIAS;;;;;;;;;;;;;;;;;;
COLISÃO TRASEIRA;FINALIZADA;2020-09-20;11:13:00;BOA VIAGEM;AV BOA VIAGEM;328;EM FRENTE AS QUADRAS DE TÊNIS. EDF. ARAUCÁRIA.;;INFORMES QUE UM CONDUTOR PERDEU O CONTROLE DO VEÍCULO-COLIDIU COM OUTRO VEÍCULO (POLO COM SUA CONDUTORA TAMBÉM VITIMADA) E COM 2 BICICLETAS.;2.0;;;2.0;;;;;;3.0;COM VÍTIMA;;;;;BOA VIAGEM;;;;CIDADE;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Não existe;Outras;60 km/h;Única;Faixa seccionada;;;
COLISÃO COM CICLISTA;FINALIZADA;2020-09-24;08:29:00;FUNDÃO;AV BEBERIBE;2584;EM FRENTE AO ARMAZÉM LOJAS CONSTRUINDO.;;COLISÃO COM VÍTIMA MOTO E CICLISTA;;1.0;;1.0;;;;;;3.0;COM VÍTIMA;;;;;FUNDÃO;;;;SUBURBIO;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;Dupla;Faixa contínua;;;
COLISÃO COM CICLISTA;FINALIZADA;2020-09-28;11:05:00;IMBIRIBEIRA;AV MARECHAL MASCARENHAS DE MORAES;4745;APOS O AEROPORTO- ANTES DO ATACADOL DOS PRESENTES;;VITIMA JA FOI ENCAMINHADA PARA O HOSPITAL. ÔNIBUS E CICLISTA.;;;;1.0;;1.0;;;;1.0;COM VÍTIMA;;;;;IMBIRIBEIRA;;;;CIDADE;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Não há placas;;Dupla;Canteiro central;;;
COLISÃO COM CICLISTA;FINALIZADA;2020-09-30;21:32:00;JARDIM SÃO PAULO;RUA SENADOR ALBERTO PASQUALINI;;E/F AO RESTAURANTE SUBWAY / PRÓX A JOTA LANCHES;;MOTO X BICICLETA. C/V;;1.0;;1.0;;;;;;3.0;COM VÍTIMA;;;;;JARDIM SÃO PAULO;;;;SUBURBIO;Longo da via;Bom;Não existe;Ilegível;Seca;Mal iluminada;Não existe;Placas Pare;;Única;Faixa seccionada;;;
COLISÃO COM CICLISTA;FINALIZADA;2020-10-01;12:44:00;ARRUDA;AV PROFESSOR JOSE DOS ANJOS;972;PROX AO CRUZAMENTO DA EST VELHA DE ÁGUA FRIA;;COLISAO ENTRE MOTO E CICLISTA;;1.0;;1.0;;;;;;1.0;COM VÍTIMA;;;;;ARRUDA;;;;SUBURBIO;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;60 km/h;Única;Faixa seccionada;;;
COLISÃO COM CICLISTA;FINALIZADA;2020-10-01;18:21:00;MACAXEIRA;AV NORTE;;EM FRENTE A ESCOLA ESTADUAL MARIA AMÁLIA;;COLISÃO ENTRE ÔNIBUS E CICLISTA- C/V;;;;1.0;;1.0;;;;1.0;COM VÍTIMA;RUA TIJUCAL;;;;MACAXEIRA;;;451.0;SUBURBIO;Longo da via;Bom;Sem defeito;Incompleta;Seca;Mal iluminada;Faixa de pedestre;Outras;60 km/h;Dupla;;;;
COLISÃO COM CICLISTA;FINALIZADA;2020-10-03;08:11:00;AFOGADOS;AV SUL;;NO INICIO DA FAIXA EXCLUSIVA DE ONIBUS;;AGUARDANDO SOCORRO DOS BOMBEIROS. AUTO E CICLISTA.;1.0;;;1.0;;;;;;1.0;COM VÍTIMA;PTE DE AFOGADOS;;;;AFOGADOS;;;320.0;CIDADE;Ponte;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Não existe;Outras;;Dupla;Canteiro central;;;
COLISÃO COM CICLISTA;FINALIZADA;2020-10-04;14:31:00;JARDIM SÃO PAULO;AV RECIFE;5635;EM FRENTE A ESQUINA DO GALETO/ SENTIDO CENTRO;;COLISÃO COM VÍTIMA;1.0;;;1.0;;;;;;1.0;COM VÍTIMA;RUA SENADOR ALBERTO PASQUALINI;;;;JARDIM SÃO PAULO;;;259.0;AEROPORTO;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;R-6a;;Dupla;Canteiro central;;;
COLISÃO COM CICLISTA;FINALIZADA;2020-10-05;08:13:00;ARRUDA;AV PROFESSOR JOSE DOS ANJOS;;EM BAIXO DA ESTRUTURA DO ESTADIO DO ARRUDA / PROX DO BOMPREÇO DA AV BEBERIBE;;COLISAO AUTO E BICICLETA;1.0;;;1.0;;;;;;1.0;COM VÍTIMA;;;;;ARRUDA;;;;SUBURBIO;Longo da via;Chuvoso;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;R-6a;;Única;Faixa seccionada;;;
COLISÃO COM CICLISTA;FINALIZADA;2020-10-05;20:14:00;JARDIM SÃO PAULO;RUA LEANDRO BARRETO;239;PROXIMO DO GALETOS E CIA- PROXIMO DE NATTOS DOCES E SALGADOS- PROXIMO DA IGREJA DE JESUS CRISTO;;COLISÃO ENTRE ÔNIBUS E BICICLETA C/V;;;;1.0;;1.0;;;;1.0;COM VÍTIMA;;;;;JARDIM SÃO PAULO;;;;CIDADE;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;40 km/h;Dupla;Faixa seccionada;;;
COLISÃO COM CICLISTA;FINALIZADA;2020-10-07;13:21:00;IPUTINGA;AV MAURICIO DE NASSAU;291;EM FRENTE A PADARIA E PASTELARIA ATLANTICA;;COLISÃO CARRO X CICLISTA;1.0;;;1.0;;;;;;1.0;COM VÍTIMA;RUA ODILON ARAUJO;;;;IPUTINGA;;;;SUBURBIO;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Outros;R-6a;40 km/h;Dupla;Faixa seccionada;;;
COLISÃO COM CICLISTA;FINALIZADA;2020-10-09;13:47:00;SANTO ANTÔNIO;RUA VINTE E QUATRO DE MAIO;83;PROX A AGENCIA DOS CORREIOS;;AUTO E CICLISTA COM VITIMAS;1.0;;;1.0;;;;;;1.0;COM VÍTIMA;;;;;SANTO ANTÔNIO;;;;;;;;;;;;;;;;;;
COLISÃO COM CICLISTA;FINALIZADA;2020-10-09;19:14:00;CORDEIRO;RUA ODETE MONTEIRO;;PROX AO GOE;;COLISAO ENTRE MOTO E BICICLETA;;1.0;;1.0;;;;;;1.0;COM VÍTIMA;;;;;CORDEIRO;;;;CIDADE;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;;Não há placas;;Dupla;Faixa contínua;;;
ABALROAMENTO LONGITUDINAL;FINALIZADA;2020-10-20;18:27:00;BEBERIBE;AV BEBERIBE;3195;EM FRENTE A GALERIA CAJUEIRO E MARRON CAPOTARIA.;;COLISAO SEGUIDA DE COLISÃO COM CICLISTA ENTRE CAMINHAO SANDEIRO E CICLISTA OBS : BOMBEIRO E SAMU NO LOCAL.;1.0;;;1.0;;;1.0;;;1.0;COM VÍTIMA;;;;;BEBERIBE;;;;CIDADE;Longo da via;Bom;Não existe;Incompleta;Seca;Perfeito estado;Não existe;R-19;50 km/h;Única;Faixa seccionada;;;
ATROPELAMENTO;FINALIZADA;2020-10-21;17:22:00;MADALENA;RUA REAL DA TORRE;;;;CICLISTA COM SUSPEITA DE EMBRIAGUEZ ATROPELOU UM PEDESTRE. A EQUIPE ESTÁ NO APOIO DO SOCORRO.;;;;1.0;2.0;;;;;3.0;COM VÍTIMA;RUA JOSE OSORIO;;;;MADALENA;;;179.0;SUBURBIO;Cruzamento;Bom;Sem defeito;Perfeito estado;;;Faixa de pedestre;;;;;;;
CHOQUE OBJETO FIXO;FINALIZADA;2020-10-23;16:29:00;TAMARINEIRA;AV CONS ROSA E SILVA;1829;EM FRENTE AO EDF. TABOCAS;;CICLISTA PERDEU O CONTROLE DA BICICLETA E COLIDIU NO POSTE.;;;;1.0;;;;;;1.0;COM VÍTIMA;;;;;TAMARINEIRA;;;;SUBURBIO;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;Única;Faixa seccionada;;;
COLISÃO COM CICLISTA;FINALIZADA;2020-10-27;11:00:00;CORDEIRO;AV CAXANGA;1417;EM FRENTE A IGREJA DE SÃO SEBASTIÃO;;ÔNIBUS E BICICLETA;1.0;;;1.0;;;;;;1.0;COM VÍTIMA;;;;;CORDEIRO;;;;CIDADE;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;60 km/h;Dupla;Canteiro central;;;
COLISÃO COM CICLISTA;FINALIZADA;2020-10-31;18:12:00;CORDEIRO;AV MAURICIO DE NASSAU;35;PRÓXIMO AO PARQUE DO CAIARA;;COLISÃO ENTRE AUTO E BICICLETA;1.0;;;1.0;;;;;;1.0;COM VÍTIMA;;;;;CORDEIRO;;;;BR 101;Longo da via;Bom;Não existe;Ilegível;Seca;Perfeito estado;Não existe;Outras;40 km/h;Dupla;Faixa contínua;;;
COLISÃO COM CICLISTA;FINALIZADA;2020-11-09;16:07:00;MADALENA;AV CAXANGA;1086;EM FRENTE A IGREJA UNIVERSAL.;;COM VÍTIMA;;;;1.0;;1.0;1.0;;;1.0;COM VÍTIMA;;;;;MADALENA;;;;SUBURBIO;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;;Outras;;Dupla;Canteiro central;;;
COLISÃO COM CICLISTA;CANCELADA;2020-11-09;16:45:00;IPSEP;AV RECIFE;3021;E/F AO POSTO FEDERAL S/T AREIAS;;COLISAO EN CO CICLISTA;1.0;;;1.0;;;;;;1.0;COM VÍTIMA;;;;;IPSEP;;;;;;;;;;;;;;;;;;
COLISÃO COM CICLISTA;FINALIZADA;2020-11-09;17:55:00;JOANA BEZERRA;RUA DOM PAULO II;-8.071333- -34.895516;LADO OPOSTO AO FORUM JOANA BEZERRA S/T BOA VIAGEM;;DOIS AUTOS ATROPELOU UMA VITIMA;1.0;1.0;;1.0;;;;;;1.0;COM VÍTIMA;;;;;JOANA BEZERRA;;;;SUBURBIO;Longo da via;Chuvoso;Não existe;Perfeito estado;Molhada;Perfeito estado;Não existe;Não há placas;60 km/h;Única;Faixa seccionada;;;
COLISÃO COM CICLISTA;FINALIZADA;2020-11-10;09:30:00;IPUTINGA;AV CAXANGA;;EMBAIXO DO VIADUTO -APÓS A SUPLANOR;;SAMU ACIONADO;1.0;;;1.0;;;;;;1.0;COM VÍTIMA;AV PROFESSOR JOAQUIM CAVALCANTI;;;;IPUTINGA;;;;SUBURBIO;Cruzamento;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;;60 km/h;Dupla;Faixa contínua;Faixa seccionada;Canteiro central;
COLISÃO COM CICLISTA;FINALIZADA;2020-11-11;09:52:00;JIQUIÁ;RUA SAO MIGUEL;1892;;;COLISÃO COM VÍTIMAS ENTRE MOTOCICLETA E CICLISTA;;1.0;;1.0;;;;;;2.0;COM VÍTIMA;;;;;JIQUIÁ;;;;SUBURBIO;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;;Não há placas;40 km/h;Dupla;Faixa contínua;;;
COLISÃO COM CICLISTA;FINALIZADA;2020-11-12;07:09:00;JAQUEIRA;AV PARNAMIRIM;25;AO LADO DO HOSPITAL MARIA LUCINDA / E EM FRENTE AO LABORATORIO A MAIS . EDF. PRÍNCIPE DE CASTELLAS.;;CICLISTA E AUTO;1.0;;;1.0;;;;;;1.0;COM VÍTIMA;RUA LEONARDO BEZERRA CAVALCANTE;;;;JAQUEIRA;;;460.0;;Longo da via;Bom;Sem defeito;Ilegível;Seca;Perfeito estado;Agente;R-6a;;Dupla;Faixa seccionada;;;
COLISÃO COM CICLISTA;FINALIZADA;2020-11-14;10:01:00;IPSEP;RUA JEAN EMILE FAVRE;509;EM FRENTE A FACULDADE BOA VIAGEM;;COM UMA VITIMA AGUARDANDO SOCORRO;;1.0;;1.0;;;;;;1.0;COM VÍTIMA;RUA JAMAICA;;;;IPSEP;;;;;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;;;Dupla;Faixa contínua;;;
COLISÃO COM CICLISTA;FINALIZADA;2020-11-15;12:40:00;CAMPO GRANDE;EST DE BELEM;65;LADO OPOSTO DO BANCO ITAU. EM FRENTE A IGREJA BATISTA.;;COLISÃO COM VÍTIMA;1.0;;;1.0;;;;;;1.0;COM VÍTIMA;;;;;CAMPO GRANDE;;;;CIDADE;Longo da via;Bom;Não existe;Não existente;Seca;Perfeito estado;Não existe;Não há placas;;Dupla;Faixa contínua;;;
ABALROAMENTO TRANSVERSAL;FINALIZADA;2020-11-16;01:32:00;AFOGADOS;RUA VINTE E UM DE ABRIL;66;APOS O EROS;;COLISÃO AUTO E MOTO- COM UMA VITIMA. BICICLETA TAMBÉM ENVOLVIDA- SEM MUITAS INFORMAÇÕES (SEGUNDO O BOLETIM FÍSICO).;1.0;1.0;;1.0;;;;;;1.0;COM VÍTIMA;RUA VISCONDE DE PELOTAS;;;;AFOGADOS;;;334.0;;Cruzamento;Bom;Intermitente;Incompleta;Seca;Perfeito estado;Outros;R-6a;;Única;Faixa;;;
COLISÃO COM CICLISTA;FINALIZADA;2020-11-17;07:50:00;ARRUDA;AV BEBERIBE;;E/F AO CERPE E AO CAMPO DO ARRUDA.;;COLISÃO C/CICLISTA E MOTO;;1.0;;1.0;;;;;;1.0;COM VÍTIMA;;;;;ARRUDA;;;;CIDADE;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Não existe;Outras;;Dupla;Faixa contínua;;;
COLISÃO COM CICLISTA;FINALIZADA;2020-11-17;08:08:00;PINA;AV ENGENHEIRO DOMINGOS FERREIRA;50;EM FRENTE AO POSTO DE GASOLINA PETRONAC E ARMAZÉM BEIRA MAR.;;VITIMA  SOCORRIDA PELO SAMU - COLISÃO ENTRE ÔNIBUS E BICICLETA.;;;;1.0;;1.0;;;;1.0;COM VÍTIMA;;;;;PINA;;;;SUBURBIO;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Outros;Não há placas;;Única;Faixa seccionada;;;
COLISÃO COM CICLISTA;FINALIZADA;2020-11-17;18:47:00;SANTO AMARO;AV CRUZ CABUGA;;EM FRENTE AO HOSPITAL NAVAL DO RECIFE. POSTE B030148.;;COM VITIMA;;1.0;;1.0;;;;;;1.0;COM VÍTIMA;;;;;SANTO AMARO;;;;CIDADE;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Não existe;Outras;;Dupla;Faixa contínua;;;
COLISÃO COM CICLISTA;FINALIZADA;2020-11-19;18:39:00;CAMPO GRANDE;EST DE BELEM;1838;E/F A IGREJA BATISTA. COM A RUA LUIS CORREA DE BRITO (OLINDA).;;ENTRE AUTO E CICILISTA. C/V (( SUSPEITA DE EMBRIAGUEZ O CONDUTOR DO CARRO)));1.0;;;1.0;;;;;;1.0;COM VÍTIMA;;;;;CAMPO GRANDE;;;;CIDADE;Rotatória;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;;R-6a;30 km/h;Única;Faixa contínua;;;
COLISÃO COM CICLISTA;FINALIZADA;2020-11-20;18:28:00;CABANGA;AV SUL;;SENTIDO CIDADE;;VEÍCULO NÃO IDENTIFICADO COLIDIU EM UM CICLISTA.;;;;1.0;;;;;;1.0;COM VÍTIMA;;;;;CABANGA;;;260.0;CIDADE;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Não há placas;;Dupla;Canteiro central;;;
COLISÃO COM CICLISTA;FINALIZADA;2020-11-22;08:20:00;CORDEIRO;AV CAXANGA;2811;EM FRENTE A JBS VEÍCULOS. MASSARELLA GRILL;;COM UMA VITIMA AGUARDANDO SOCORRO-VT 24 DA CTTU NO LOCAL-GM DIEGO MONTEIRO E GM LUANA;1.0;;;1.0;;;;;;1.0;COM VÍTIMA;;;;;CORDEIRO;;;;CIDADE;Longo da via;Bom;Não existe;Incompleta;Seca;Perfeito estado;Não existe;R-32;;Única;Faixa contínua;Faixa seccionada;;
COLISÃO COM CICLISTA;FINALIZADA;2020-11-24;12:39:00;VÁRZEA;RUA PROFESSOR ANTONIO COELHO;455;RUA DO COLÉGIO PONTUAL / PRÓX AO HAPVIDA DA CAXANGÁ;;COLISÃO COM CICLISTA. SAMU NO LOCAL.;1.0;;;1.0;;;;;;1.0;COM VÍTIMA;RUA ODON RODRIGUES DE MORAIS REGO;;;;VÁRZEA;;;;SUBURBIO;Cruzamento;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Placas Pare;30 km/h;Dupla;Não existe;;;
COLISÃO COM CICLISTA;FINALIZADA;2020-11-25;09:04:00;CABANGA;RUA DILERMANO REIS;25;AO LADO DA COMPESA.;;ONIBUS E CICLISTA C/V;;;;1.0;;1.0;;;;1.0;COM VÍTIMA;RUA COMANDANTE ANTONIO MANHAES DE MATTOS;;;;CABANGA;;;;SUBURBIO;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;30 km/h;Dupla;Faixa contínua;;;
COLISÃO COM CICLISTA;FINALIZADA;2020-11-27;08:16:00;MADALENA;AV CAXANGA;653;EM FRENTE AO COMPAZ- SENT. CIDADE;;MOTO E CICLISTA C/V;;1.0;;1.0;;;;;;3.0;COM VÍTIMA;;;;;MADALENA;;;;;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Não há placas;;Única;Canteiro central;;;
